backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,year
/rH0DPF7pB35jxLxKb3JRUgCrrnp.jpg,"[10751, 14, 16, 10749]",11224,en,Cinderella,"Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmother's wand, Cinderella's rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending!",100.819,/avz6S9HYWs4O8Oe4PenBFNX4uDi.jpg,1950-02-22,Cinderella,False,7.044,6523,1950
/p47ihFj4A7EpBjmPHdTj4ipyq1S.jpg,[18],599,en,Sunset Boulevard,A hack screenwriter writes a screenplay for a former silent film star who has faded into Hollywood obscurity.,57.74,/sC4Dpmn87oz9AuxZ15Lmip0Ftgr.jpg,1950-08-10,Sunset Boulevard,False,8.312,2485,1950
/zyO6j74DKMWfp5snWg6Hwo0T3Mz.jpg,"[80, 18, 9648]",548,ja,羅生門,"Brimming with action while incisively examining the nature of truth, ""Rashomon"" is perhaps the finest film ever to investigate the philosophy of justice. Through an ingenious use of camera and flashbacks, Kurosawa reveals the complexities of human nature as four people recount different versions of the story of a man's murder and the rape of his wife.",21.011,/vL7Xw04nFMHwnvXRFCmYYAzMUvY.jpg,1950-08-26,Rashomon,False,8.091,2121,1950
/b4yiLlIFuiULuuLTxT0Pt1QyT6J.jpg,"[16, 10751, 14, 12]",12092,en,Alice in Wonderland,"On a golden afternoon, young Alice follows a White Rabbit, who disappears down a nearby rabbit hole. Quickly following him, she tumbles into the burrow - and enters the merry, topsy-turvy world of Wonderland! Memorable songs and whimsical escapades highlight Alice's journey, which culminates in a madcap encounter with the Queen of Hearts - and her army of playing cards!",75.465,/20cvfwfaFqNbe9Fc3VEHJuPRxmn.jpg,1951-07-28,Alice in Wonderland,False,7.2,5697,1951
/mxf8hJJkHTCqZP3m4o8E1TtwHHs.jpg,"[35, 10749]",872,en,Singin' in the Rain,"In 1927 Hollywood, a silent film production company and cast make a difficult transition to sound.",31.407,/w03EiJVHP8Un77boQeE7hg9DVdU.jpg,1952-04-09,Singin' in the Rain,False,8.2,3036,1952
/ueJvL733Do4QrE7Eh2oEooVSiaI.jpg,"[16, 10751, 12, 14]",10693,en,Peter Pan,"Leaving the safety of their nursery behind, Wendy, Michael and John follow Peter Pan to a magical world where childhood lasts forever. But while in Neverland, the kids must face Captain Hook and foil his attempts to get rid of Peter for good.",63.166,/fJJOs1iyrhKfZceANxoPxPwNGF1.jpg,1953-02-05,Peter Pan,False,7.2,5224,1953
/8aEe01VfGtYG2dFy9V5MqyyNPlh.jpg,"[53, 9648]",567,en,Rear Window,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,48.784,/ILVF0eJxHMddjxeQhswFtpMtqx.jpg,1954-08-01,Rear Window,False,8.353,6290,1954
/qvZ91FwMq6O47VViAr8vZNQz3WI.jpg,"[28, 18]",346,ja,七人の侍,"A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food.",47.012,/8OKmBV5BUFzmozIC3pPWKHy17kx.jpg,1954-04-26,Seven Samurai,False,8.458,3529,1954
/uvd1KXopHKelymR2JbSumRupRJo.jpg,"[53, 80]",521,en,Dial M for Murder,"An ex-tennis pro carries out a plot to have his wealthy wife murdered after discovering she is having an affair, and assumes she will soon leave him for the other man anyway.",27.626,/2gDCAgl2iBQNuJuk6p2xtuS1ewg.jpg,1954-05-29,Dial M for Murder,False,8.0,2495,1954
/yGgEg4yimYQJLZrZg3Qhogp2raQ.jpg,"[10751, 16, 10749]",10340,en,Lady and the Tramp,"Lady, a golden cocker spaniel, meets up with a mongrel dog who calls himself the Tramp. He is obviously from the wrong side of town, but happenings at Lady's home make her decide to travel with him for a while.",51.272,/340NcWz9SQXWQyf4oicMxjbrLOb.jpg,1955-06-22,Lady and the Tramp,False,7.12,5115,1955
/qqHQsStV6exghCM7zbObuYBiYxw.jpg,[18],389,en,12 Angry Men,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",68.409,/ow3wq89wM8qd5X7hWKxiRfsFf9C.jpg,1957-04-10,12 Angry Men,False,8.544,8324,1957
/7tBfYcZH4P4AA1oFzjflUTSDZgx.jpg,"[14, 18]",490,sv,Det sjunde inseglet,"When disillusioned Swedish knight Antonius Block returns home from the Crusades to find his country in the grips of the Black Death, he challenges Death to a chess match for his life. Tormented by the belief that God does not exist, Block sets off on a journey, meeting up with traveling players Jof and his wife, Mia, and becoming determined to evade Death long enough to commit one redemptive act while he still lives.",28.466,/j6z3c6dGXtPHUATJX8J7Y70mM1S.jpg,1957-02-16,The Seventh Seal,False,8.197,2870,1957
/liZhDhrrNVX8IK4TaeaFodzMamy.jpg,"[18, 36, 10752]",826,en,The Bridge on the River Kwai,"The classic story of English POWs in Burma forced to build a bridge to aid the war effort of their Japanese captors. British and American intelligence officers conspire to blow up the structure, but Col. Nicholson, the commander who supervised the bridge's construction, has acquired a sense of pride in his creation and tries to foil their plans.",25.436,/7paXMt2e3Tr5dLmEZOGgFEn2Vo7.jpg,1957-10-11,The Bridge on the River Kwai,False,7.827,2013,1957
/354kfjVb96mtFALMhBE6jzHGiA2.jpg,"[10752, 18, 36]",975,en,Paths of Glory,A commanding officer defends three scapegoats on trial for a failed offensive that occurred within the French Army in 1916.,22.276,/3O10X1bVSasrS2NQ186s2tlKvqN.jpg,1957-10-25,Paths of Glory,False,8.271,2791,1957
/77aHwg1SCy89rfvQtiruPU58qEV.jpg,"[9648, 10749, 53]",426,en,Vertigo,"A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.",53.944,/15uOEfqBNTVtDUT7hGBVCka0rZz.jpg,1958-05-28,Vertigo,False,8.172,5551,1958
/OR8oloCZ3klJtB7Y0i8pSqWw5a.jpg,"[9648, 53, 12]",213,en,North by Northwest,"Advertising man Roger Thornhill is mistaken for a spy, triggering a deadly cross-country chase.",71.92,/25mAKNWgFQSqpKdVx7e9mysuxs.jpg,1959-07-08,North by Northwest,False,8.0,3954,1959
/1HWNGfaYB4GPwMg8piXYdQHWNuF.jpg,"[14, 16, 10749, 10751]",10882,en,Sleeping Beauty,"A beautiful princess born in a faraway kingdom is destined by a terrible curse to prick her finger on the spindle of a spinning wheel and fall into a deep sleep that can only be awakened by true love's first kiss. Determined to protect her, her parents ask three fairies to raise her in hiding. But the evil Maleficent is just as determined to seal the princess's fate.",62.278,/7sz7nHeibbk7IOTHWHC6r6pttUu.jpg,1959-02-17,Sleeping Beauty,False,6.953,4998,1959
/sU3gFo7Gn67zjtKXIvzJ4omcUbH.jpg,"[36, 18, 12, 28]",665,en,Ben-Hur,"In 25 AD, Judah Ben-Hur, a Jew in ancient Judea, opposes the occupying Roman empire.  Falsely accused by a Roman childhood friend-turned-overlord of trying to kill the Roman governor, he is put into slavery and his mother and sister are taken away as prisoners.",55.475,/m4WQ1dBIrEIHZNCoAjdpxwSKWyH.jpg,1959-11-18,Ben-Hur,False,7.9,2665,1959
/5zTwAcnI3zCJ0mucPPnoBtkSWEV.jpg,"[35, 10749, 80]",239,en,Some Like It Hot,"Two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters. Their only opportunity is to join an all-girl band as they leave on a tour. To make their getaway they must first disguise themselves as women, then keep their identities secret and deal with the problems this brings - such as an attractive bandmate and a very determined suitor.",39.757,/hVIKyTK13AvOGv7ICmJjK44DTzp.jpg,1959-03-19,Some Like It Hot,False,8.1,3359,1959
/cy7ymUaMEWRoig7LWXpfzaaw2vv.jpg,[18],147,fr,Les Quatre Cents Coups,"For young Parisian boy Antoine Doinel, life is one difficult situation after another. Surrounded by inconsiderate adults, including his neglectful parents, Antoine spends his days with his best friend, Rene, trying to plan for a better life. When one of their schemes goes awry, Antoine ends up in trouble with the law, leading to even more conflicts with unsympathetic authority figures.",16.47,/12PuU23kkDLvTd0nb8hMlE3oShB.jpg,1959-06-03,The 400 Blows,False,8.044,2063,1959
/uif5fUshJrXyyDzfpzp1DLw3N0S.jpg,"[27, 53, 9648]",539,en,Psycho,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother.",91.49,/yz4QVqPx3h1hD1DfqqQkCq3rmxW.jpg,1960-06-22,Psycho,False,8.434,9786,1960
/9caD0fGCrp96JTFFeGyI0CGNj7.jpg,"[36, 10752, 18, 12]",967,en,Spartacus,"The rebellious Thracian Spartacus, born and raised a slave, is sold to Gladiator trainer Batiatus. After weeks of being trained to kill for the arena, Spartacus turns on his owners and leads the other slaves in rebellion. As the rebels move from town to town, their numbers swell as escaped slaves join their ranks. Under the leadership of Spartacus, they make their way to southern Italy, where they will cross the sea and return to their homes.",53.324,/xLPpQlFWE12cbqNJQ5Vf4eJU8ij.jpg,1960-10-13,Spartacus,False,7.5,2073,1960
/8KFVtQfRzSYHsMHDTaI9BU7MX9i.jpg,"[35, 18, 10749]",284,en,The Apartment,"Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve.",38.012,/z6QlfbbORwQ2lnaCqbdEZOg3dRx.jpg,1960-06-21,The Apartment,False,8.207,2199,1960
/cZgUATpU4NDlsfGj7sRriKJEiLB.jpg,"[12, 16, 35, 10751]",12230,en,One Hundred and One Dalmatians,"When a litter of dalmatian puppies are abducted by the minions of Cruella De Vil, the parents must find them before she uses them for a diabolical fashion statement. In a Disney animation classic, Dalmatian Pongo is tired of his bachelor-dog life. He spies lovely Perdita and maneuvers his master, Roger, into meeting Perdita's owner, Anita. The owners fall in love and marry, keeping Pongo and Perdita together too. After Perdita gives birth to a litter of 15 puppies, Anita's old school friend Cruella De Vil wants to buy them all. Roger declines her offer, so Cruella hires the criminal Badun brothers to steal them -- so she can have a fur coat.",62.055,/mRY84MJeWKnp9joev82QtslJFvk.jpg,1961-01-25,One Hundred and One Dalmatians,False,7.182,6098,1961
/17QTukt4IwFKE9F3mSDEmIWOwTH.jpg,"[35, 10749, 18]",164,en,Breakfast at Tiffany's,"Holly Golightly is an eccentric New York City playgirl determined to marry a Brazilian millionaire. But when young writer Paul Varjak moves into her apartment building, her past threatens to get in their way.",37.47,/79xm4gXw4l7A5D0XukUOJRocFYQ.jpg,1961-10-06,Breakfast at Tiffany's,False,7.669,4078,1961
/ptcXbbxTyjHfEE4d4QocNP0YQct.jpg,"[12, 28, 53]",646,en,Dr. No,"Agent 007 battles mysterious Dr. No, a scientific genius bent on destroying the U.S. space program. As the countdown to disaster begins, Bond must go to Jamaica, where he encounters beautiful Honey Ryder, to confront a megalomaniacal villain in his massive island headquarters.",94.647,/9zCOLJmLNst0sCPZlkW1IRoH65E.jpg,1962-10-07,Dr. No,False,7.0,3465,1962
/mx2jS5Kaa5rmaldEFzKeKpDN9Q2.jpg,"[12, 36, 10752]",947,en,Lawrence of Arabia,"The story of British officer T.E. Lawrence's mission to aid the Arab tribes in their revolt against the Ottoman Empire during the First World War. Lawrence becomes a flamboyant, messianic figure in the cause of Arab unity but his psychological instability threatens to undermine his achievements.",60.493,/AiAm0EtDvyGqNpVoieRw4u65vD1.jpg,1962-12-11,Lawrence of Arabia,False,8.001,2889,1962
/mbJIERhLu25fyZb8DQIq1JN3AOR.jpg,[18],595,en,To Kill a Mockingbird,"Scout Finch, 6, and her older brother Jem live in sleepy Maycomb, Alabama, spending much of their time with their friend Dill and spying on their reclusive and mysterious neighbor, Boo Radley. When Atticus, their widowed father and a respected lawyer, defends a black man named Tom Robinson against fabricated rape charges, the trial and tangent events expose the children to evils of racism and stereotyping.",27.14,/gZycFUMLx2110dzK3nBNai7gfpM.jpg,1962-12-20,To Kill a Mockingbird,False,8.002,2515,1962
/7jvHnJcCSfk8bhjy9U78HZ9jzkC.jpg,"[16, 10751, 14]",9078,en,The Sword in the Stone,"Wart is a young boy who aspires to be a knight's squire. On a hunting trip he falls in on Merlin, a powerful but amnesiac wizard who has plans for him beyond mere squiredom. He starts by trying to give him an education, believing that once one has an education, one can go anywhere. Needless to say, it doesn't quite work out that way.",60.947,/dYQhKThGXl3xQv71Ysw0RSmVmBA.jpg,1963-12-25,The Sword in the Stone,False,7.3,3712,1963
/il5zDHC5sGe3ZHLhVi3tNFZ9Tt5.jpg,[27],571,en,The Birds,Thousands of birds flock into a seaside town and terrorize the residents in a series of deadly attacks.,44.932,/eClg8QPg8mwB6INIC4pyR5pAbDr.jpg,1963-03-28,The Birds,False,7.526,3933,1963
/8uNjWHsSW3TSOWDU4EY76H5MzAG.jpg,"[28, 53, 12]",657,en,From Russia with Love,"Agent 007 is back in the second installment of the James Bond series, this time battling a secret crime organization known as SPECTRE. Russians Rosa Klebb and Kronsteen are out to snatch a decoding device known as the Lektor, using the ravishing Tatiana to lure Bond into helping them. Bond willingly travels to meet Tatiana in Istanbul, where he must rely on his wits to escape with his life in a series of deadly encounters with the enemy.",41.905,/zx4V17FP8oclNvOpTgs2iCCtiYk.jpg,1963-10-10,From Russia with Love,False,7.1,2869,1963
/ih30cG9OGlJ7zyzhG3G5Bd3YGa9.jpg,"[12, 18, 36, 53, 10752]",5925,en,The Great Escape,"The Nazis, exasperated at the number of escapes from their prison camps by a relatively small number of Allied prisoners, relocate them to a high-security 'escape-proof' camp to sit out the remainder of the war. Undaunted, the prisoners plan one of the most ambitious escape attempts of World War II. Based on a true story.",38.698,/gBH4H8UMFxl139HaLz6lRuvsel8.jpg,1963-07-03,The Great Escape,False,7.947,2458,1963
/ng5JFJ7TlixGXFIdbLXRimYTCCH.jpg,[18],422,it,8½,"Guido Anselmi, a film director, finds himself creatively barren at the peak of his career. Urged by his doctors to rest, Anselmi heads for a luxurious resort, but a sorry group gathers—his producer, staff, actors, wife, mistress, and relatives—each one begging him to get on with the show. In retreat from their dependency, he fantasizes about past women and dreams of his childhood.",27.417,/sjTIqwvPNAnEN7fcRK8MOlGfZMB.jpg,1963-02-14,8½,False,8.161,2197,1963
/t07Pdtl3rTbE5mBdV8hAggHcGVN.jpg,"[35, 10751, 14]",433,en,Mary Poppins,"Mr Banks is looking for a nanny for his two mischievous children and comes across Mary Poppins, an angelic nanny. She not only brings a change in their lives but also spreads happiness.",55.032,/ei8hhYCMfURfPOXKBnyl61be2iV.jpg,1964-12-17,Mary Poppins,False,7.575,4545,1964
/mM4WeXqJd2tu1gCF5GYyAZf2Npl.jpg,"[12, 28, 53]",658,en,Goldfinger,"Special agent 007 comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy.",52.003,/hsHVGBINg9bactVjE91wFBgd51J.jpg,1964-09-20,Goldfinger,False,7.3,3436,1964
/sTp8K0SfcC2RQef1Tu160z3niHO.jpg,"[35, 10752]",935,en,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"After the insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union, a war room full of politicians, generals and a Russian diplomat all frantically try to stop the nuclear strike.",47.261,/7SixLzxcqezkZEYU8pcHZgbkmjp.jpg,1964-01-29,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,False,8.121,5427,1964
/rTJRWO9zHcB29JecTXHg0wUa4Xs.jpg,[37],391,it,Per un pugno di dollari,"The Man With No Name enters the Mexican village of San Miguel in the midst of a power struggle among the three Rojo brothers and sheriff John Baxter. When a regiment of Mexican soldiers bearing gold intended to pay for new weapons is waylaid by the Rojo brothers, the stranger inserts himself into the middle of the long-simmering battle, selling false information to both sides for his own benefit.",31.977,/lBwOEpwVeUAmrmglcstnaGcJq3Y.jpg,1964-09-12,A Fistful of Dollars,False,7.842,4045,1964
/m5n1nguLC3pTJLPKhN5Ek0aNT6E.jpg,"[18, 10751, 10402, 10749]",15121,en,The Sound of Music,"In the years before the Second World War, a tomboyish postulant at an Austrian abbey is hired as a governess in the home of a widowed naval captain with seven children, and brings a new love of life and music into the home.",63.469,/5qQTu2iGTiQ2UvyGp0beQAZ2rKx.jpg,1965-03-29,The Sound of Music,False,7.725,3168,1965
/yQCaNJpqPtfMMvKt51rHghG1J2w.jpg,"[12, 28, 53]",660,en,Thunderball,A criminal organization has obtained two nuclear bombs and are asking for a 100 million pound ransom in the form of diamonds in seven days or they will use the weapons. The secret service sends James Bond to the Bahamas to once again save the world.,44.851,/wCc4qllaTDsQN8zgGkAgQrKO6N9.jpg,1965-12-11,Thunderball,False,6.7,2221,1965
/x0bQvdpr88xVhMrVM93tEIKSM2q.jpg,[37],938,it,Per qualche dollaro in più,"Two bounty hunters are in pursuit of ""El Indio,"" one of the most wanted fugitives in the western territories, and his gang.",41.879,/ooqASvA7qxlTVKL3KwOzBwy57Dh.jpg,1965-12-18,For a Few Dollars More,False,8.02,3814,1965
/Adrip2Jqzw56KeuV2nAxucKMNXA.jpg,[37],429,it,"Il buono, il brutto, il cattivo","While the Civil War rages on between the Union and the Confederacy, three men – a quiet loner, a ruthless hitman, and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.",89.249,/bX2xnavhMYjWDoZp1VM6VnU1xwe.jpg,1966-12-22,"The Good, the Bad and the Ugly",False,8.464,8330,1966
/sj2aZDetPE8RoOCAm5QJitCNfLr.jpg,[18],797,sv,Persona,"A young nurse, Alma, is put in charge of Elisabeth Vogler: an actress who is seemingly healthy in all respects, but will not talk. As they spend time together, Alma speaks to Elisabeth constantly, never receiving any answer. The time they spend together only strengthens the crushing realization that one does not exist.",23.694,/cl0HEZT8UfzLqaMrYTvGNHOfPYj.jpg,1966-10-18,Persona,False,8.198,2063,1966
/4TxfSIsjXjbz38Ewb11EKpYPxRd.jpg,"[10751, 16, 12]",9325,en,The Jungle Book,"The boy Mowgli makes his way to the man-village with Bagheera, the wise panther. Along the way he meets jazzy King Louie, the hypnotic snake Kaa and the lovable, happy-go-lucky bear Baloo, who teaches Mowgli ""The Bare Necessities"" of life and the true meaning of friendship.",77.874,/9BgcTVV43dZ8A1TpuXWkuNTXtfI.jpg,1967-10-18,The Jungle Book,False,7.284,6077,1967
/cpZAXIYA0lkZMpAt7d1MmH8ojNV.jpg,"[28, 53, 12]",667,en,You Only Live Twice,A mysterious spacecraft captures Russian and American space capsules and brings the two superpowers to the brink of war. James Bond investigates the case in Japan and comes face to face with his archenemy Blofeld.,65.652,/fdRbvRcEXcf2rC4ghLFZzCWPSmB.jpg,1967-06-13,You Only Live Twice,False,6.6,2097,1967
/5OqXwHDlYSMCdqoQBXtgv130GhI.jpg,"[18, 10749, 35]",37247,en,The Graduate,"Benjamin, a recent college graduate very worried about his future, finds himself in a love triangle with an older woman and her daughter.",30.485,/qtVvdSsm2hvau6ItLe4gWdFKe2M.jpg,1967-12-21,The Graduate,False,7.654,3224,1967
/w5IDXtifKntw0ajv2co7jFlTQDM.jpg,"[878, 9648, 12]",62,en,2001: A Space Odyssey,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",256.283,/ve72VxNqjGM69Uky4WTo2bK6rfq.jpg,1968-04-02,2001: A Space Odyssey,False,8.075,11178,1968
/gmJOXle5QeOOVFEYOVBOkmIJUWV.jpg,"[878, 12, 18, 28]",871,en,Planet of the Apes,"Astronaut Taylor crash lands on a distant planet ruled by apes who use a primitive race of humans for experimentation and sport. Soon Taylor finds himself among the hunted, his life in the hands of a benevolent chimpanzee scientist.",105.133,/2r9iKnlSYEk4daQadsXfcjHfIjQ.jpg,1968-02-07,Planet of the Apes,False,7.655,3403,1968
/26SUDI2iKhZTIKcU4ZzezTH1G15.jpg,"[18, 37]",335,it,C'era una volta il West,"As the railroad builders advance unstoppably through the Arizona desert on their way to the sea, Jill arrives in the small town of Flagstone with the intention of starting a new life.",68.513,/qbYgqOczabWNn2XKwgMtVrntD6P.jpg,1968-12-21,Once Upon a Time in the West,False,8.29,4184,1968
/sDNpacyIpSL8YRNkVR4qOmteXBX.jpg,"[18, 27, 53]",805,en,Rosemary's Baby,"A young couple, Rosemary and Guy, moves into an infamous New York apartment building, known by frightening legends and mysterious events, with the purpose of starting a family.",27.113,/nclYFGpVzfbiORO5ELVVdxzt9Vg.jpg,1968-06-12,Rosemary's Baby,False,7.828,3767,1968
/km8dM4ppakS5KUXl3TgtpTRgbBX.jpg,"[27, 53, 878]",10331,en,Night of the Living Dead,"A group of strangers trapped in a farmhouse find themselves fending off a horde of recently dead, flesh-eating ghouls.",26.822,/inNUOa9WZGdyRXQlt7eqmHtCttl.jpg,1968-10-04,Night of the Living Dead,False,7.615,2338,1968
/C6jcUqld8M6hZQmzBxgwHuQ4qT.jpg,[37],642,en,Butch Cassidy and the Sundance Kid,"In late 1890s Wyoming, Butch Cassidy is the affable, clever and talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot Sundance Kid. As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang.  Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all.",26.689,/gFmmykF1Ym3OGzENo50nZQaD1dx.jpg,1969-09-23,Butch Cassidy and the Sundance Kid,False,7.614,2121,1969
/oM5mMTGBqsmMJO3l5tkQdQ0Xujm.jpg,"[16, 35, 10751, 12]",10112,en,The Aristocats,"When Madame Adelaide Bonfamille leaves her fortune to Duchess and her children—Bonfamille’s beloved family of cats—the butler plots to steal the money and kidnaps the legatees, leaving them out on a country road. All seems lost until the wily Thomas O’Malley Cat and his jazz-playing alley cats come to the aristocats’ rescue.",53.486,/g6eNiFFakVOpEZvx8sL6IfFsrJE.jpg,1970-12-24,The Aristocats,False,7.299,4849,1970
/qCkbEdrmThVfvCgjAkvkue7BrGM.jpg,"[10751, 14, 35]",252,en,Willy Wonka & the Chocolate Factory,"When eccentric candy man Willy Wonka promises a lifetime supply of sweets and a tour of his chocolate factory to five lucky kids, penniless Charlie Bucket seeks the golden ticket that will make him a winner.",62.455,/xL2GISX0MODJfpHrMdLdZF6xWgW.jpg,1971-06-29,Willy Wonka & the Chocolate Factory,False,7.506,3459,1971
/nLFxvLokHe3bQmrmAfljIfax2jQ.jpg,"[878, 80]",185,en,A Clockwork Orange,"In a near-future Britain, young Alexander DeLarge and his pals get their kicks beating and raping anyone they please. When not destroying the lives of others, Alex swoons to the music of Beethoven. The state, eager to crack down on juvenile crime, gives an incarcerated Alex the option to undergo an invasive procedure that'll rob him of all personal agency. In a time when conscience is a commodity, can Alex change his tune?",56.543,/4sHeTAp65WrSSuc05nRBKddhBxO.jpg,1971-12-19,A Clockwork Orange,False,8.203,12531,1971
/6YCMYdH7PgPTdFVApxBOUqGXpGX.jpg,"[28, 80, 53]",984,en,Dirty Harry,"When a madman dubbed 'Scorpio' terrorizes San Francisco, hard-nosed cop, Harry Callahan – famous for his take-no-prisoners approach to law enforcement – is tasked with hunting down the psychopath.",44.787,/UHxxkYe9tRdiPu0JFgcEL5hmQ4.jpg,1971-12-23,Dirty Harry,False,7.5,2368,1971
/cNrqOYJCCp8EzGX4fG5ECuepcEL.jpg,"[28, 53]",681,en,Diamonds Are Forever,Diamonds are stolen only to be sold again in the international market. James Bond infiltrates a smuggling mission to find out who's guilty. The mission takes him to Las Vegas where Bond meets his archenemy Blofeld.,42.358,/ooDT0eKrWCxJCsn9JehPkD0QYNj.jpg,1971-12-14,Diamonds Are Forever,False,6.387,2017,1971
/tmU7GeKVybMWFButWEGl2M4GeiP.jpg,"[18, 80]",238,en,The Godfather,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",128.052,/3bhkrj58Vtu7enYsRolD1fZdja1.jpg,1972-03-14,The Godfather,False,8.694,19992,1972
/huC0x1don81NMreSGx4ITkrv9aG.jpg,"[27, 53, 18]",9552,en,The Exorcist,"When a charming 12-year-old girl takes on the characteristics and voices of others, doctors say there is nothing they can do. As people begin to die, the girl's mother realizes her daughter has been possessed by the devil--and that her daughter's only possible hope lies with two priests and the ancient rite of demonic exorcism.",83.396,/5x0CeVHJI8tcDx8tUUwYHQSNILq.jpg,1973-12-26,The Exorcist,False,7.7,7733,1973
/b1JNEmsm73g16gR0U20D12pBR3w.jpg,"[16, 10751]",11886,en,Robin Hood,"With King Richard off to the Crusades, Prince John and his slithering minion, Sir Hiss, set about taxing Nottingham's citizens with support from the corrupt sheriff - and staunch opposition by the wily Robin Hood and his band of merry men.",65.725,/alcY9jZBgKw9OB7hiPYVNvh03Sb.jpg,1973-11-08,Robin Hood,False,7.302,4222,1973
/tQcbNXoYU7zy1dz96npOlbDgtbq.jpg,"[35, 80, 18]",9277,en,The Sting,A novice con man teams up with an acknowledged master to avenge the murder of a mutual friend by pulling off the ultimate big con and swindling a fortune from a big-time mobster.,38.882,/4VdQopZb0lx13Me3yxE5rUXMGCI.jpg,1973-12-25,The Sting,False,8.025,2513,1973
/iRoXulumL5AQHtjLZoUNHzY4IcV.jpg,"[18, 80]",203,en,Mean Streets,"A small-time hood must choose from among love, friendship and the chance to rise within the mob.",23.666,/2t6RrPFGJjeKvI02OhKAg75bQUI.jpg,1973-10-14,Mean Streets,False,7.087,2010,1973
/bsoAg22remHKL5O0xJH0m9DX6Pu.jpg,"[80, 18, 9648, 53]",829,en,Chinatown,"Private eye Jake Gittes lives off of the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together.",162.652,/1Wi1dgGRDmSETi4fZGWhRhQDSRj.jpg,1974-06-20,Chinatown,False,7.916,3674,1974
/b6w7gKLQLS2zw4JK0XmKgQ4gnzr.jpg,"[18, 80]",240,en,The Godfather Part II,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",112.426,/hek3koDUyRQk7FIhPXsa6mT2Zc3.jpg,1974-12-20,The Godfather Part II,False,8.577,12072,1974
/wvBx1Q1FcQE1BPLfBbgA3y9aaS1.jpg,[27],30497,en,The Texas Chain Saw Massacre,A group of five young friends face a nightmare of torment at the hands of a depraved Texas clan.,53.156,/9s8uSm5K1W0vhGPHv2icM6SFib8.jpg,1974-10-11,The Texas Chain Saw Massacre,False,7.282,3121,1974
/hTvCGwbrpSgZ5QCZnYHM12bv7DH.jpg,[35],3034,en,Young Frankenstein,"A young neurosurgeon inherits the castle of his grandfather, the famous Dr. Victor von Frankenstein. In the castle he finds a funny hunchback, a pretty lab assistant and the elderly housekeeper. Young Frankenstein believes that the work of his grandfather was delusional, but when he discovers the book where the mad doctor described his reanimation experiment, he suddenly changes his mind.",31.94,/tQJAWbIjvvqVKLLbIZHtwGw2HTf.jpg,1974-12-15,Young Frankenstein,False,7.884,3043,1974
/3nYlM34QhzdtAvWRV5bN4nLtnTc.jpg,"[27, 53, 12]",578,en,Jaws,"When the seaside community of Amity finds itself under attack by a dangerous great white shark, the town's chief of police, a young marine biologist, and a grizzled hunter embark on a desperate quest to destroy the beast before it strikes again.",181.353,/lxM6kqilAdpdhqUl2biYp5frUxE.jpg,1975-06-20,Jaws,False,7.664,10104,1975
